'1', '1', 'CIAPORTE SISTEMAS DE GESTAO', 'FLORIANÓPOLIS-SC', '(48) 3025-2888', 'administrativo@ciaporte.com.br', 'http://www.ciaporte.com.br/'
'63', '4', 'AFJ TECNOLOGIA DA INFORMACAO LTDA', 'Chapecó-SC', '(49) 3322-5599', 'interfoc@interfoc.com.br', 'http:'
'63', '5', 'ALPHA MONITORAMENTO', 'Brusque-SC', '(47) 3354-4657', 'financeiro@alphamonitoramento.com.br', 'http:'
'63', '6', 'MWA SISTEMAS LTDA', 'JOINVILLE-SC', '(47) 3028-7065', 'financeiro@mwasistemas.com.br', 'http:'
'63', '7', 'RAIOSS', 'Joinville-SC', '(11) 9730-66647', 'omir@raioss.com', 'http:'
'63', '8', 'SUNPROP - TECNOLOGIAS PARA ENERGIA SOLAR', 'Xaxim-SC', '(47) 9907-5552', 'coveseviski@gmail.com', 'http:'
'63', '9', 'MOBILOOK', 'FLORIANÓPOLIS-SC', '', 'joanapizzolo@gmail.com', 'http:'
'63', '10', 'CHEAP2SHIP', 'Itajaí-SC', '(47) 9917-50565', 'jociano@cheap2ship.com', 'http:'
'63', '11', 'DOLUX SOFTWARES', 'Joinville-SC', '(47) 9965-57495', 'pitagoras@dolux.com.br', 'http:'
'63', '12', 'BASEB', 'Joinville-SC', '(47) 3033-3434', 'contato@baseb.com.br', 'http:'
'64', '1', 'KEEP IT', 'JOSÉ-SC', '(48) 3029-3770', 'treinamentos@keepit.com.br', 'http:'
'64', '2', 'FREELO', 'Joinville-SC', '(47) 9998-50220', 'joaovtsoriani@gmail.com', 'http:'
'64', '3', 'TECLOGICA SERVICOS EM INFORMATICA LTDA', 'Blumenau-SC', '(47) 3036-7700', 'dho@teclogica.com', 'http:'
'64', '4', 'LINDOCA APP', 'Itapema-SC', '(47) 9980-74120', 'lindocabrasil@gmail.com', 'http:'
'64', '5', 'EDUTEC SISTEMAS LTDA', 'Brusque-SC', '(47) 3255-6109', 'maicon@colegioamplo.com.br', 'http:'
'64', '6', 'LOTTUS TECH', 'Blumenau-SC', '(47) 3288-0688', 'contato@lottustech.com.br', 'http:'
'64', '7', 'SMETRO', 'FLORIANÓPOLIS-SC', '(48) 3206-9455', 'info@smetro.io', 'http:'
'64', '8', 'LIVE IDEAS', 'FLORIANÓPOLIS-SC', '(48)30394608', 'liveideas@liveideas.mobi', 'http:'
'64', '9', 'OMNIHUNTER - ASSETS RECOVERY', 'Florianópolis-SC', '(48) 9882-96002', 'contato@omnihunter.net', 'http://omnihunter.net/'
'64', '10', 'POWEROPTICKS', 'FLORIANÓPOLIS-SC', '(48) 3371-7775', 'moacir@poweropticks.com.br', 'http://www.poweropticks.com/'
'64', '11', 'WOLVEN', 'FLORIANÓPOLIS-SC', '(48) 3028-9556', 'financeiro@wolven.com.br', 'http://www.wolven.com.br/'
'64', '12', 'RESULTADOS DIGITAIS', 'FLORIANÓPOLIS-SC', '(48) 3025-2598', 'pessoal@resultadosdigitais.com.br', 'http://http//resultadosdigitais.com.br'
'65', '1', 'INPULSE', 'FLORIANÓPOLIS-SC', '(48) 3364-5901', 'financeiro@inpulse.vet.br', 'http://www.inpulse.vet.br/'
'65', '2', 'SANDBOX MIDIAS INTERATIVAS', 'FLORIANÓPOLIS-SC', '(48)30254777', 'contato@sandbox.com.br', 'http://www.sandbox.com.br/'
'65', '3', 'MOBILIZA', 'Florianópolis-SC', '(48) 3222-1905', 'conexao@mobiliza.com.br', 'http://www.mobiliza.com.br/'
'65', '4', 'SÁBIOS INOVAÇÃO E INTELIGÊNCIA S.A', 'FLORIANÓPOLIS-SC', '(48) 3203-0018', 'financeiro@sabia.com.br', 'http://https//www.sabios.com.br/'
'65', '5', 'S&amp;C', 'BRUSQUE-SC', '(47) 3351-0499', 'pinotti@secsolucoes.com.br', 'http://www.efficati.com.br/'
'65', '6', 'PROCEL SOFTWARE', 'FLORIANÓPOLIS-SC', '(48) 3954-1411', 'procel@procel.com.br', 'http://www.procelsoftware.com.br/'
'65', '7', 'PULSO BRASIL DIGITAL', 'FLORIANÓPOLIS-SC', '(48) 3333-2313', 'pulso@pulsobrasil.com.br', 'http://www.pulsobrasil.com.br/'
'65', '8', 'PARADIGMA TECNOLOGIA DE NEGOCI', 'FLORIANÓPOLIS-SC', '(48) 2106-7800', 'paradigma@pta.com.br', 'http://www.paradigmabs.com.br/'
'65', '9', 'ONCAST SERVICOS TECNOLOGICOS E', 'PALHOÇA-SC', '(48) 3365-8753', 'contato@oncast.com.br', 'http://www.oncast.com.br/'
'65', '10', 'SEPROL 01-40', 'Florianópolis-SC', '(48) 3271-7100', 'dpessoal@seprol.com.br', 'http://www.seprol.com.br/'
'65', '11', 'SCADAHUB TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48) 3028-0291', 'info@scadahub.io', 'http://www.scadahub.io/'
'65', '12', 'NETPRECISION', 'JOSÉ-SC', '(48) 3033-1001', 'luciano.trois@netprecision.com.br', 'http://http//www.netprecision.com.br'
'66', '1', 'MANAGER SYSTEMS', 'FLORIANÓPOLIS-SC', '(48) 2108-4000', 'financeiro@mngs.com.br', 'http://www.managersystems.com.br/'
'66', '2', 'PIXEON', 'Florianópolis-SC', '(11) 2146-1300', 'bianca.perozin@pixeon.com', 'http://www.pixeon.com/'
'66', '3', 'PRATICAL ONE', 'FLORIANÓPOLIS-SC', '(48) 3209-6371', 'rejane.scholles@praticalone.com', 'http://www.praticalone.com/'
'66', '4', 'PALMSOFT TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48) 3024-4759', 'contato@palmsoft.com.br', 'http://www.palmsoft.com.br/'
'66', '5', 'NDDIGITAL', 'LAGES-SC', '(49) 3251-8000', 'compras@ndd.com.br', 'http://www.nddigital.com.br/'
'66', '6', 'REASON TECNOLOGIA S A', 'FLORIANÓPOLIS-SC', '(48) 2108-0300', 'support.rtb@ge.com', 'http://http//www.gegridsolutions.com/index.htm'
'66', '7', 'REIVAX S/A AUTOMAÇÃO CONTROLE', 'FLORIANÓPOLIS-SC', '(48) 3027-3700', 'gestao.pessoas@reivax.com.br', 'http://www.reivax.com/'
'66', '8', 'PONTOBR SOLUCOES WEB E QUALIDA', 'FLORIANÓPOLIS-SC', '(48) 3233-7004', 'contato@agenciapontobr.com.br', 'http://www.pontobrdigital.com.br/'
'66', '9', 'PARIPASSU APLICATIVOS ESPECIALIZADOS', 'FLORIANÓPOLIS-SC', '(48) 3207-5755', 'contasapagar@paripassu.com.br', 'http://www.paripassu.com.br/'
'66', '10', 'SCM CONCEPT CONSULTORIA E DESE', 'JOINVILLE-SC', '(47) 3029-1626', '', 'http://www.scmconcept.com.br/'
'66', '11', 'OLE TELECOM', 'JOSÉ-SC', '(48) 3028-0000', 'financeiro@oletelecom.com.br', 'http://ole.net.br/'
'66', '12', 'BETHA SISTEMAS', 'CRICIÚMA-SC', '(48) 3431-0733', 'marketing@betha.com.br', 'http://www.betha.com.br/'
'67', '1', 'NUMERA SOLUCOES E SISTEMAS LTD', 'FLORIANÓPOLIS-SC', '3239-2230', 'contato@numera.com.br', 'http://http//www.numera.com.br'
'67', '2', 'PIPE TECNOLOGIA LTDA', 'FLORIANÓPOLIS-SC', '(48) 8411-5980', 'ph.silva@gmail.com', 'http:'
'67', '3', 'MANAGER SISTEMAS LTDA ME', 'JOINVILLE-SC', '(47)30283230', 'gesielly.montanha@vitusys.com.br', 'http://www.vitusys.com.br/'
'67', '4', 'LUGATI IT SERVICES LTDA', 'FLORIANÓPOLIS-SC', '(48) 3234-9324', 'adm@lugati.com.br', 'http://www.lugati.com.br/'
'67', '5', 'SESTEC SERVICOS DE INFORMATICA', 'FLORIANÓPOLIS-SC', '(48) 3012-9585', 'sestec@sestec.com.br', 'http://https//www.negociosdigitaisnapratica.com.br'
'67', '6', 'NEC PLUS ULTRA GESTAO E TECNOL', 'FLORIANÓPOLIS-SC', '(48) 3333-3332', 'financeiro@npu.com.br', 'http://www.npu.com.br/'
'67', '7', 'PROGENESE', 'FLORIANÓPOLIS-SC', '(48) 3338-7961', 'leonardo@progenese.com.br', 'http://www.progenese.com.br/'
'67', '8', 'PROGIC', 'FLORIANÓPOLIS-SC', '(48) 3029-2600', 'progic@progic.com.br', 'http://www.progic.com.br/'
'67', '9', 'NEXXERA TECNOLOGIA E SERVICOS', 'FLORIANÓPOLIS-SC', '(48) 2106-5698', 'dp@nexxera.com', 'http://www.nexxera.com/'
'67', '10', 'MARIMBA SISTEMAS', 'FLORIANÓPOLIS-SC', '(48) 9188-8008', 'emanuelcds@gmail.com', 'http:'
'67', '11', 'SEGWARE DO BRASIL LTDA', 'FLORIANÓPOLIS-SC', '(48) 3231-0000', 'financeiro@segware.com', 'http://www.segware.com.br/'
'67', '12', 'SECUBRASIL EQUIPAMENTOS DE TES', 'FLORIANÓPOLIS-SC', '3371 1670', 'contato@secubrasil.com', 'http://www.secucontrol.com/'
'68', '1', 'PERSONAL DESIGNER INFORMATICA', 'QUEIMADO-SC', '(48)9625-2687', 'rruella@ig.com.br', 'http:'
'68', '2', 'POLISUL', 'SUL-SC', '(47) 33702146', 'polisul@polisul.ind.br', 'http://www.polisul.ind.br/'
'68', '3', 'POWERSOLUTIONS (PWX)', 'FLORIANÓPOLIS-SC', '(48) 3234-5500', 'andre@powers.com.br', 'http://www.powers.com.br/'
'68', '4', 'OUTPLAN', 'FLORIANÓPOLIS-SC', '(48) 4052-9688', 'financeirol@outplan.com.br', 'http://www.outplan.com.br/'
'68', '5', 'NKEY SOFTWARE', 'CARLOS-SC', '(48) 3028-0071', 'contato@nkey.com.br', 'http://www.nkey.com.br/'
'68', '6', 'ROW TECNOLOGIA EM INFORMATICA', 'FLORIANÓPOLIS-SC', '48 3333-1998', 'jaliny@ilog.com.br', 'http:'
'68', '7', 'INTELSOFT SOLUÇÕES', 'FLORIANÓPOLIS-SC', '(48) 3334-8495', 'administrativo@intelsoftnet.com.br', 'http://www.intelsoftnet.com.br/'
'68', '8', 'MCA DESENVOLVIMENTO DE SISTEMAS INDUSTRIAIS', 'FLORIANÓPOLIS-SC', '48 3028-1504', 'contato@mcasistemas.com.br / milene@sensorweb.com.br', 'http://www.mcasistemas.com.br/'
'68', '9', 'BETTERDEVELOPER.NET', 'FLORIANÓPOLIS-SC', '(48) 3209-1413', 'marcio@betterdeveloper.net', 'http://www.betterdeveloper.net/'
'68', '10', 'LOGTEC', 'TUBARÃO-SC', '(48)3621-7900', 'flavio@logtecsistemas.com.br', 'http://www.logtecsistemas.com.br/'
'68', '11', 'QUICKFISH DO BRASIL LTDA ME', 'JOINVILLE-SC', '47 3431-7300', 'comercial@quickfish.com.br', 'http://www.quickfish.com.br/'
'68', '12', 'CONECTAA', 'FLORIANÓPOLIS-SC', '48-3028-1281', 'administrativo@conectaa.com.br', 'http://www.conectaa.com.br/'
'69', '1', 'MACNICA DHW LTDA', 'FLORIANÓPOLIS-SC', '(48) 3225-5052', 'FINANCEIRO@MACNICADHW.COM.BR', 'http://www.macnicadhw.com.br/'
'69', '2', 'N2 DESENVOLVIMENTO DE PROGRAMA', 'PALHOÇA-SC', '(48) 3374 7601', 'junior@n2agenciaweb.com.br', 'http://www.n2agenciaweb.com.br/'
'69', '3', 'M-CONSULT TECNOLOGIA', 'Florianópolis-SC', '(48) 9885-85590', 'giselle.rosario@mconsulttecnologia.com.br', 'http://www.mconsulttecnologia.com.br/'
'69', '4', 'ADEPTMEC SOFTWARES LTDA ME', 'FLORIANÓPOLIS-SC', '(48) 3094-0900', 'comercial@adeptmec.com', 'http://http//www.adeptmec.com/'
'69', '5', 'SCURRA TECNOLOGIA E INTELIGENCIA', 'JOINVILLE-SC', '(47) 9991-10062', 'contato@scurra.com.br', 'http://www.scurra.com.br/'
'69', '6', 'QI NETWORK SOLUÇÕES TECNOLÓGICAS', 'FLORIANÓPOLIS-SC', '(48) 4052-8266', 'contasapagar@qinetwork.com.br', 'http://www.qinetwork.com.br/'
'69', '7', 'RM SOLUTIONS', 'FLORIANÓPOLIS-SC', '(48) 3369-1524', 'marcos@grupormsolutions.com.br', 'http://www.grupormsolutions.com.br/'
'69', '8', 'TALLER NEGÓCIOS DIGITAIS', 'FLORIANÓPOLIS-SC', '(48) 9993-30188', 'financeiro@taller.net.br', 'http://blog.taller.net.br/'
'69', '9', 'MENTES BRILHANTES', 'FLORIANÓPOLIS-SC', '(48) 3028-1403', 'contato@mentes-brilhantes.com', 'http://www.mentes-brilhantes.com/'
'69', '10', 'MERITT INFORMACAO EDUCACIONAL', 'FLORIANÓPOLIS-SC', '(48) 3018-1819', 'atendimento@meritt.com.br', 'http://http//www.meritt.com.br'
'69', '11', 'MYREKS SOLUCOES TECNOLOPOLIS S', 'FLORIANÓPOLIS-SC', '(48) 9998-17299', 'ana@myreks.com', 'http://www.myreks.com.br/'
'69', '12', 'MEDERIS SISTEMAS LTDA ME', 'JOINVILLE-SC', '(47)34228700', 'marcio@mederis.com.br', 'http://www.mederis.com.br/'
'70', '1', 'LOGICA E', 'JOSÉ-SC', '(48) 3375-0457', 'adm@logicae.com.br', 'http://http//logicae.com.br'
'70', '2', 'QUAY SISTEMAS E PORTAIS', 'ITAJAÍ-SC', '(47) 3248-0018', 'contato@quay.com.br', 'http://www.quay.com.br/'
'70', '3', 'JOÃO MARCELO CORRÊA', 'Florianopolis-SC', '(48) 3206-7087_', 'engjoaomarcelo.correa@gmail.com', 'http://www.novarumsky.com.br/'
'70', '4', 'NACIONAL VOX TECNOLOGIA E COMUN', 'FLORIANÓPOLI-SC', '(48) 3322-1144', 'claudia@nacionalvox.com.br', 'http://www.nacionalvox.com.br/'
'70', '5', 'PRIORI CONSULTORIA E SISTEMAS', 'FLORIANÓPOLIS-SC', '(48) 3348-3646', 'priori@priori-sc.com.br', 'http://www.priori-sc.com.br/novo'
'70', '6', 'ONIX TECNOLOGIA DO BRASIL LTDA', 'Imbituba-SC', '(48) 3254 7200', 'contato@onix.seg.br', 'http://www.onix.seg.br/'
'70', '7', 'SETRION SERVICOS EM TECNOLOGIA', 'JOINVILLE-SC', '(47) 3026-3610', 'luciano@setrion.com.br', 'http:'
'70', '8', 'PLANO A PLANEJAMENTO AMBIENT', 'FLORIANÓPOLIS-SC', '(48) 3028-0700', 'pedro@planoamb.com.br', 'http://www.planoamb.com.br/'
'70', '9', 'OSTEC INTERNACIONAL', 'TUBARÃO-SC', '(48) 3052-8500', 'contato@ostec.com.br', 'http://www.ostec.com.br/'
'70', '10', 'NATIVA SERVICOS DE INFORMATICA', 'BLUMENAU-SC', '', 'joseane@nativasistemas.com.br', 'http://www.nativasistemas.com.br/'
'70', '11', 'NEXXERA BUSINESS TECNOLOGIA LTDA', 'FLORIANÓPOLIS-SC', '(48) 2106-5698', 'vanessa.fernandes@nexxera.com', 'http:'
'70', '12', 'REGS HOSTING &amp; SOLUTIONS', 'FLORIANÓPOLIS-SC', '(48) 4052-9983', 'contato@regs.com.br', 'http://www.regs.com.br/'
'71', '1', 'RAFSOFT INFORMATICA LTDA ME', 'FLORIANÓPOLIS-SC', '(48) 3091-0037', 'contato@somadl.com.br', 'http://www.somadl.com.br/'
'71', '2', 'RKS ENGENHARIA DE ESTRUTURAS L', 'FLORIANÓPOLIS-SC', '(48) 3333-3200', 'rks@rks.com.br', 'http://www.rks.com.br/'
'71', '3', 'SIGEWEB TECNOLOGIA LTDA ME', 'FLORIANÓPOLIS-SC', '(48) 3225-7079', 'contato@sigeweb.com.br', 'http://www.sigeweb.com.br/'
'71', '4', 'CIMM', 'FLORIANÓPOLIS-SC', '(48)30283112_', 'financeiro@cimm.com.br', 'http://www.cimm.com.br/'
'71', '5', 'MASONWEB', 'JOINVILLE-SC', '(47) 3801-3038', 'suporte@masonweb.com.br', 'http://http//www.masonweb.com.br'
'71', '6', 'POLO TECNOLOGICO BLUSOFT', 'BLUMENAU-SC', '(47) 3323-3710', 'contato@blusoft.org.br', 'http://www.blusoft.org.br/'
'71', '7', 'S3ENG EMPRESA DE INTEL APLICAD 01-30', 'FLORIANÓPOLIS-SC', '(48) 3027.9000', 'dp@altoqi.com.br', 'http://www.altoqi.com.br/'
'71', '8', 'POLIGRAPH REPRESENTACOES E SIS (GRUPO SOFTPLAN)', 'FLORIANÓPOLIS-SC', '(48) 3027-8000', 'roberta@softplan.com.br', 'http:'
'71', '9', 'V2 TECNOLOGIA LTDA', 'FLORIANÓPOLIS-SC', '(11) 3031-3322', 'mferraz@v2com.com', 'http://http//v2com.com/'
'71', '10', 'SEVENTH LTDA', 'FLORIANÓPOLIS-SC', '(48) 3225-0751', 'contato@seventh.com.br', 'http://www.seventh.com.br/'
'71', '11', 'S3 TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48) 30280897', 'daltro@daltro.com.br', 'http:'
'71', '12', 'PAX INFORMATICA', 'FLORIANÓPOLIS-SC', '(48) 3223-2110', 'pax@pax.com.br', 'http://www.pax.com.br/'
'72', '1', 'SENSORWEB SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO S/A', 'Florianópolis-SC', '(48) 3091-9600', 'financeiro@sensorweb.com.br', 'http://www.sensorweb.com.br/'
'72', '2', 'SAMABSD LTDA', 'FLORIANÓPOLIS-SC', '(48) 3028 7225-', 'edilson.prudencio@gmail.com', 'http:'
'72', '3', 'SIM GERENCIAMENTO INT SISTEMAS', 'JOSÉ-SC', '(48)91059371_', 'ivanzella@hotmail.com', 'http:'
'72', '4', 'PAVEI SISTEMAS', 'FLORIANÓPOLIS-SC', '(48) 9913-89030', 'contato@paveisistemas.com.br', 'http://www.solvus.com.br/'
'72', '5', 'NEXXUS TECNOLOGIA LTDA ME', 'FLORIANÓPOLIS-SC', '(48)3304-7715', 'falecom@nexmedia.com.br, financeiro@nexmedia.com.br', 'http://www.nexmedia.com.br/'
'72', '6', 'GUIA FLORIPA (MULTINET)', 'FLORIANÓPOLIS-SC', '(48) 3206-1020', 'webmaster@guiafloripa.com.br', 'http://http//www.guiafloripa.com.br'
'72', '7', 'NEOWAY TECNOGIA INTEGRADA E NE', 'FLORIANÓPOLIS-SC', '(048) 3333-2030', 'edileia.castro@neoway.com.br', 'http://www.neoway.com.br/'
'72', '8', 'MAPA FINANCEIRO CONSULTORIA EM INFORMATICA', 'FLORIANÓPOLIS-SC', '(48) 3228-3161', 'julianabrunettobr@gmail.com', 'http:'
'72', '9', 'MAX INFORMATICA E CONSULTORIA', 'QUEIMADO-SC', '(48) 3269 5122', 'maxleo@brq.com', 'http:'
'72', '10', 'PETEK DESENVOLVIMENTO DE SISTE', 'FLORIANÓPOLIS-SC', '(48)96209104_', 'petekagames@gmail.com', 'http:'
'72', '11', 'RP CONSULTING INFORMATICA LTDA', 'FLORIANÓPOLIS-SC', '(48) 8452-4916', 'rpconsulting@outlook.com.br', 'http:'
'72', '12', 'SENSYS CONSULTORIA E SISTEMAS', 'FLORIANÓPOLIS-SC', '(48)88342888', 'velasco@sensys.com.br', 'http:'
'73', '1', 'NANO ENDOLUMINAL S A', 'FLORIANÓPOLIS-SC', '(48) 3231 1500', 'adf@nano.com.br', 'http://www.nano.com.br/'
'73', '2', 'MB LOCACAO DE EQUIPAMENTOS AUD', 'FLORIANÓPOLIS-SC', '(48)3233 1660', 'comercial@mbaudiovisual.com.br', 'http://www.mbaudiovisal.com.br/'
'73', '3', 'SIESC SINDICATO IND DE INFO DO', 'FLORIANÓPOLIS-SC', '48 3333-0585', 'administrativo@mbaudiovisual.com.br', 'http://www.siesc.org.br/'
'73', '4', 'QUALIREDE', 'FLORIANÓPOLIS-SC', '(48) 3229-8222', 'admfinanceiro@qualirede.com.br', 'http://www.qualirede.com.br/'
'73', '5', 'QUATENUS RASTREAMENTO INTELIGENTE', 'JOINVILLE-SC', '(47) 9158-0500', 'atendimento@quatenusonline.com.br', 'http://www.quatenusonline.com.br/'
'73', '6', 'NEXTAR', 'FLORIANÓPOLIS-SC', '48 32098620', 'financeiro@nextar.com.br', 'http://www.nextar.com.br/'
'73', '7', 'RGSC', 'FLORIANÓPOLIS-SC', '(48) 2108-1600', 'financeiro@cebra.com.br', 'http:'
'73', '8', 'MPB ENGENHARIA', 'FLORIANÓPOLIS-SC', '(48)3225-3682', 'contatosmpb@gmail.com', 'http:'
'73', '9', 'OUTCLASS', 'FLORIANÓPOLIS-SC', '(48) 9609-0000', 'contato@outclassapp.com', 'http://www.outclassapp.com/'
'73', '10', 'PM TEC SOLUÇÕES', 'FLORIANÓPOLIS-SC', '(48) 33313420 |', 'armando.araujo@pmtec.com.br', 'http:'
'73', '11', 'MMC LTDA - ME', 'FLORIANÓPOLIS-SC', '(48) 9910-27797', 'rafael.aguilher@gmail.com', 'http:'
'73', '12', 'PC TECNOLOGIA DA INFORMACAO LTDA - ME', 'FLORIANÓPOLIS-SC', '(48) 9976-4498', 'paulocampos.ti@gmail.com', 'http:'
'74', '1', 'NEOPROSPECTA S.A', 'FLORIANÓPOLIS-SC', '(48) 3369-0830', 'administrativo@neoprospecta.com', 'http://www.neoprospecta.com.br/'
'74', '2', 'PLOT KIDS', 'FLORIANÓPOLIS-SC', '(48) 9991-17331', 'contato@plotkids.com.br', 'http://www.plotkids.com/'
'74', '3', 'CONECTA NUVEM', 'FLORIANÓPOLIS-SC', '(48) 4062-1323', 'financeiro@conectanuvem.com.br', 'http://https//conectanuvem.com.br/'
'74', '4', 'PLYOM', 'FLORIANÓPOLIS-SC', '48 3028 2360', 'marcelo@plyom.com.br', 'http://www.plyom.com.br/'
'74', '5', 'DAYBACK ENERGIA ESTRATÉGICA', 'FLORIANÓPOLIS-SC', '30121288', 'elisa.adm@dayback.com.br', 'http://www.dayback.com.br/'
'74', '6', 'RONALDO AZAMBUJA', 'Florianópolis-SC', '(48) 9913-89008', 'ra.ronaldoazambuja@gmail.com', 'http:'
'74', '7', 'REVOLUA IT', 'JOSÉ-SC', '48 30157858', 'donida@todobit.com.br', 'http://http//www.revolua.com'
'74', '8', 'IMPAC.TO', 'FLORIANÓPOLIS-SC', '(48) 3181-0132', 'contato@impac.to', 'http://http//impac.to'
'74', '9', 'RV ENGENHARIA', 'PALHOÇA-SC', '(48) 3344-5727', '0007silveira@gmail.com', 'http://www.rvmetalurgica.com.br/'
'74', '10', 'OSI WEB SERVICES', 'FLORIANOPOLIS-SC', '(48) 9996-09820', 'andre@osiws.com.br', 'http://www.osiws.com.br/'
'74', '11', 'REDEWEB', 'FLORIANÓPOLIS-SC', '(48) 3025-5441', 'atendimento@redeweb.com.br', 'http://www.redeweb.com.br/'
'74', '12', 'NEOVU | DESIGN AHEAD', 'FLORIANÓPOLIS-SC', '(48) 4042-2575', 'contato@neovu.com.br', 'http://https//www.neovu.io'
'75', '1', 'SINDICATOS DIGITAIS', 'FLORIANÓPOLIS-SC', '48 88303777', 'contato@sindicatosdigitais.com.br', 'http://www.sindicatosdigitais.com.br/'
'75', '2', 'CANAL TELECOM TECNOLOGIA', 'JOSÉ-SC', '(48) 3954-5003', 'admin@canaltelecom.com.br', 'http://www.canaltelecom.com.br/'
'75', '3', 'PLEIADE TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48)37337756', 'contato@pleiadeti.com.br', 'http://www.pleiadeti.com.br/'
'75', '4', 'S3ENG TECNOLOGIA APLICADA EM ENGENHARIA S/A 02-11', 'FLORIANÓPOLIS-SC', '(48) 3027-9000', 'adm@altoqi.com.br', 'http://www.altoqi.com.br/'
'75', '5', 'QUARKS TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48) 3371-3519', 'contato@quarks.ind.br', 'http://www.quarks.ind.br/'
'75', '6', 'RILIX', 'CAMBORIÚ-SC', '(47) 3056-3221', 'contato@rilix.com.br', 'http://www.rilix.com.br/'
'75', '7', '', 'FLORIANÓPOLIS-SC', '(48)91902950', 'marcelo@gazapina.com.br', 'http://www.gazapina.com.br/'
'75', '8', 'SAMRELLO INSTRUMENTAÇÃO INDUSTRIAL', 'BLUMENAU-SC', '(47) 3323-3130', 'rafaelb@samrello.com.br', 'http://www.samrello.com.br/'
'75', '9', 'MENTORYA', 'FLORIANÓPOLIS-SC', '(48)96392222', 'celio@mentorya.com', 'http://www.mentorya.com/'
'75', '10', 'PROVOLT', 'BLUMENAU-SC', '(47) 3036-9666', 'provolt@provolt.com.br', 'http://www.provolt.com.br/'
'75', '11', 'SAMRELLO AUTOMAÇÃO INDUSTRIAL LTDA', 'BLUMENAU-SC', '(47) 3036-8154', 'rafaelb@samrello.com.br', 'http://www.samrello.com.br/'
'75', '12', 'ACOLWEB', 'FLORIANÓPOLIS-SC', '(48) 3025-6004', 'contato@acolweb.com.br', 'http://www.acolweb.com.br/'
'76', '1', 'MAQNA INTERACTIVE LTDA', 'FLORIANÓPOLIS-SC', '(48)99089725', 'fernando@maqna.com.br', 'http://www.maqna.com.br/'
'76', '2', 'ARCTOUCH BRASIL', 'FLORIANÓPOLIS-SC', '(48) 3024-4209', 'accountingbr@arctouch.com', 'http://http//arctouch.com/'
'76', '3', 'REZOLVE', 'FLORIANÓPOLIS-SC', '(48) 3211-1360', 'adm@rezolve.com.br', 'http://www.rezolve.com.br/'
'76', '4', 'MATCH UP FRANQUIAS', 'FLORIANÓPOLIS-SC', '(48)96836242', 'rafael.louzada@matchupfranquias.com.br', 'http://www.matchupfranquias.com.br/'
'76', '5', 'MOBLEE', 'FLORIANÓPOLIS-SC', '(48) 3236-0049', 'andre@moblee.net', 'http://www.moblee.com.br/'
'76', '6', 'MEDICAL HARBOUR', 'FLORIANÓPOLIS-SC', '(48) 3028-1702', 'financeiro@medicalharbour.com', 'http://http//www.medicalharbour.com/'
'76', '7', 'PALADIO TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48) 3879-2845', 'daniel.costa@paladiotecnologia.com.br', 'http://www.paladiotecnologia.com.br/'
'76', '8', 'SHIFT CODE SOFTWARE', 'FLORIANÓPOLIS-SC', '(48) 9881-61026', 'contato@shiftcode.com.br', 'http://www.shiftcode.com.br/'
'76', '9', 'GOOEK INTELIGENCIA DE NEGOCIOS', 'JOSÉ-SC', '(48)88424737', 'francisco.rosa@gooek.com.br', 'http://www.gooek.com.br/'
'76', '10', 'METTZER SISTEMAS', 'Florianópolis-SC', '(48) 3364-2899', 'mettzer@gmail.com adm@mettzer.com', 'http://www.mettzer.com/'
'76', '11', 'PROMOTION ENGENHARIA', 'PALHOÇA-SC', '(48) 3065-8171', 'marcelo.ricardi@group-promotion.com', 'http://www.group-promotion.com/'
'76', '12', 'BENEZ', 'FLORIANÓPOLIS-SC', '(48)91262011', 'marcelo@benez.com.br', 'http://https//jobot.com.br'
'77', '1', 'MIRACH - BUSINESS INTEGRALITY', 'FLORIANÓPOLIS-SC', '(48) 4042-2468', 'contato@mirach.com', 'http://http//mirach.com'
'77', '2', 'REDAÇÃO ONLINE', 'FLORIANÓPOLIS-SC', '(48) 9978-1914', 'financeiro@redacaonline.com.br', 'http://https//redacaonline.com.br/'
'77', '3', 'NEOWAY BUSINESS - FILIAL PALHOÇA', 'PALHOÇA-SC', '(48 )3228-5151', 'notasfiscais@neoway.com.br', 'http://www.neoway.com.br/'
'77', '4', 'RONNIN SOFTWARE HOUSE', 'LAGES-SC', '(49)99573676', 'contato@ronn.in', 'http://http//ronn.in'
'77', '5', 'SAMBBA', 'FLORIANÓPOLIS-SC', '(48) 3224-1212', 'financeiro@sambba.com.br', 'http://www.sambba.com.br/'
'77', '6', 'OPENCHANNEL', 'FLORIANÓPOLIS-SC', '(48) 9971-6885', 'openchannel1979@gmail.com', 'http:'
'77', '7', 'OLOSTECH', 'SUL-SC', '(47) 3275-3643', 'andreize@olostech.com', 'http://www.olostech.com/'
